21/2/2020 12:20:55
Time(ms)	Pressure(psig)	RPS	Current	Voltage
720.00	0.02	16.44	0.00	3.29
725.00	0.40	16.44	0.02	3.29
729.00	0.12	16.44	0.00	3.29
733.00	-0.44	16.44	0.00	3.29
738.00	0.07	16.44	0.00	3.30
742.00	1.10	16.44	0.00	3.30
746.00	-0.35	21.00	0.00	3.29
751.00	1.89	21.00	0.00	3.30
755.00	0.31	21.00	0.00	3.29
760.00	0.82	21.00	0.00	3.29
764.00	2.55	21.00	0.00	3.30
768.00	4.09	21.00	0.01	3.30
773.00	4.70	21.00	0.03	3.30
777.00	3.95	21.00	0.03	3.30
781.00	4.98	21.00	0.03	3.30
785.00	5.02	21.00	0.06	3.30
789.00	4.65	21.00	0.04	3.30
794.00	3.20	21.00	0.05	3.30
798.00	3.95	21.00	0.07	3.30
802.00	4.84	21.00	0.09	3.30
806.00	5.49	21.00	0.12	3.30
811.00	5.40	21.00	0.13	3.30
815.00	5.40	21.00	0.13	3.30
819.00	5.16	21.00	0.14	3.30
824.00	6.61	21.00	0.12	3.30
828.00	3.90	21.00	0.14	3.29
832.00	3.95	21.00	0.21	3.30
837.00	2.50	21.00	0.21	3.30
841.00	3.25	21.00	0.17	3.30
846.00	2.64	21.00	0.14	3.30
850.00	3.15	21.00	0.21	3.30
854.00	5.30	21.00	0.20	3.30
858.00	6.75	21.00	0.16	3.30
863.00	6.28	21.00	0.15	3.29
867.00	7.50	19.57	0.25	3.30
872.00	11.28	19.57	0.19	3.30
876.00	9.55	19.57	0.15	3.30
880.00	11.00	18.98	0.23	3.30
885.00	9.88	18.98	0.21	3.30
889.00	10.02	18.98	0.15	3.30
893.00	7.45	18.98	0.23	3.30
897.00	6.80	18.98	0.19	3.30
901.00	6.47	18.98	0.12	3.30
906.00	11.19	18.98	0.26	3.29
910.00	12.50	18.98	0.14	3.30
914.00	14.13	18.98	0.21	3.30
919.00	19.65	18.98	0.24	3.30
923.00	17.03	18.98	0.19	3.30
928.00	16.05	18.98	0.36	3.30
932.00	8.71	18.98	0.22	3.30
937.00	7.97	18.98	0.37	3.30
941.00	9.65	18.98	0.27	3.30
946.00	11.10	18.98	0.35	3.30
950.00	14.09	18.98	0.35	3.30
955.00	18.38	18.98	0.34	3.30
959.00	16.19	18.98	0.45	3.30
963.00	17.50	18.98	0.37	3.30
967.00	8.90	18.98	0.60	3.30
972.00	15.58	18.98	0.39	3.30
976.00	14.27	18.98	0.53	3.30
980.00	20.07	16.24	0.41	3.30
985.00	22.45	16.24	0.51	3.30
989.00	23.99	16.24	0.43	3.30
993.00	18.80	15.86	0.53	3.30
998.00	11.84	15.86	0.39	3.30
1002.00	12.31	15.86	0.57	3.30
1006.00	16.23	15.86	0.36	3.30
1010.00	22.49	15.86	0.58	3.30
1015.00	24.78	15.86	0.39	3.30
1019.00	24.88	15.86	0.55	3.30
1024.00	14.55	15.86	0.48	3.30
1028.00	18.99	15.86	0.49	3.30
1033.00	20.44	15.86	0.72	3.30
1037.00	30.44	15.86	0.57	3.30
1041.00	28.52	15.86	0.85	3.30
1045.00	24.88	15.86	0.62	3.30
1050.00	16.19	15.86	0.81	3.30
1054.00	22.77	15.86	0.70	3.30
1059.00	26.89	15.86	0.68	3.30
1063.00	29.17	15.86	0.91	3.30
1067.00	31.09	15.86	0.64	3.30
1071.00	24.88	15.86	0.77	3.30
1076.00	19.46	15.86	0.83	3.30
1080.00	26.79	14.68	0.59	3.30
1085.00	36.00	14.68	0.70	3.30
1089.00	34.64	14.68	0.91	3.30
1093.00	31.04	14.68	0.65	3.30
1098.00	18.62	14.68	0.74	3.30
1102.00	33.85	14.68	1.03	3.30
1107.00	37.07	14.68	0.81	3.30
1111.00	41.46	14.68	0.94	3.30
1116.00	25.90	14.68	1.21	3.30
1120.00	30.48	15.22	0.93	3.30
1125.00	34.69	15.22	0.92	3.30
1129.00	39.59	15.22	1.08	3.30
1134.00	36.32	15.22	1.23	3.30
1138.00	25.34	15.22	0.86	3.30
1142.00	28.10	15.22	0.91	3.30
1146.00	35.48	15.22	1.03	3.30
1151.00	44.17	15.22	1.15	3.30
1155.00	33.75	15.22	0.90	3.30
1159.00	27.03	15.22	0.93	3.30
1163.00	41.09	15.22	1.16	3.30
1168.00	50.29	15.22	1.50	3.30
1172.00	40.20	15.22	1.16	3.30
1177.00	34.83	15.22	1.14	3.30
1181.00	37.30	15.22	1.29	3.30
1185.00	49.31	15.22	1.57	3.30
1190.00	42.44	15.22	1.48	3.30
1194.00	34.03	15.22	1.14	3.30
1199.00	29.78	15.22	1.06	3.30
1203.00	49.03	15.22	1.16	3.30
1207.00	45.95	15.22	1.36	3.30
1212.00	31.74	15.22	1.44	3.30
1216.00	32.77	14.96	1.57	3.30
1220.00	52.58	14.96	1.55	3.30
1225.00	45.24	14.96	1.35	3.30
1229.00	41.46	14.96	1.37	3.30
1233.00	47.67	14.96	1.50	3.30
1238.00	55.24	14.96	1.59	3.30
1242.00	47.39	14.96	1.67	3.30
1247.00	30.90	14.96	1.70	3.30
1251.00	47.02	14.94	1.83	3.30
1256.00	55.29	14.94	1.95	3.30
1260.00	47.72	14.94	1.75	3.30
1264.00	39.97	14.94	1.84	3.30
1269.00	58.04	14.94	1.67	3.30
1273.00	55.48	14.94	1.76	3.30
1277.00	40.20	14.94	1.63	3.30
1282.00	47.86	14.94	1.66	3.30
1286.00	60.94	14.94	1.68	3.30
1291.00	44.78	14.94	1.62	3.29
1295.00	39.59	14.94	1.56	3.30
1300.00	51.83	14.94	1.64	3.30
1304.00	61.64	14.94	1.70	3.30
1308.00	42.44	14.94	1.67	3.30
1312.00	58.61	14.94	1.76	3.30
1317.00	62.67	14.94	1.87	3.30
1321.00	51.74	14.94	1.97	3.30
1326.00	59.87	14.94	1.97	3.30
1330.00	64.30	14.94	2.05	3.30
1335.00	58.18	14.94	1.97	3.30
1339.00	39.92	14.94	1.88	3.30
1343.00	62.72	14.94	1.91	3.30
1348.00	60.94	14.94	1.94	3.30
1352.00	54.40	14.94	2.26	3.30
1356.00	61.74	14.94	2.35	3.30
1361.00	72.81	14.94	2.58	3.30
1365.00	49.36	14.94	2.67	3.30
1369.00	69.26	14.94	2.90	3.30
1373.00	66.78	14.94	3.00	3.30
1378.00	56.18	14.94	2.72	3.30
1382.00	54.63	14.94	2.42	3.30
1387.00	70.14	14.94	2.35	3.30
1391.00	55.34	14.94	2.33	3.30
1396.00	70.24	14.94	2.35	3.30
1400.00	72.25	14.94	2.50	3.30
1404.00	53.51	14.94	2.87	3.30
1408.00	65.33	14.94	3.03	3.30
1413.00	68.70	14.94	3.29	3.30
1417.00	55.24	14.94	2.79	3.30
1422.00	63.42	14.94	2.55	3.30
1426.00	80.37	14.94	2.55	3.30
1430.00	57.30	14.94	2.53	3.30
1434.00	80.75	14.94	2.86	3.30
1439.00	76.12	14.94	3.46	3.29
1443.00	63.60	14.94	3.75	3.30
1448.00	71.22	14.94	3.11	3.30
1452.00	80.28	15.15	3.00	3.30
1456.00	53.14	15.15	2.81	3.30
1461.00	81.73	15.18	3.18	3.30
1465.00	68.79	15.18	3.29	3.29
1470.00	71.36	15.18	3.11	3.30
1474.00	84.35	15.18	3.09	3.30
1478.00	63.37	15.18	3.30	3.30
1483.00	82.24	15.18	4.05	3.30
1487.00	83.32	15.18	3.45	3.30
1491.00	68.18	15.18	3.08	3.30
1495.00	79.91	15.18	3.04	3.30
1500.00	86.82	15.18	3.84	3.30
1504.00	71.36	15.18	3.85	3.30
1509.00	92.52	15.18	3.48	3.30
1513.00	71.31	15.18	3.46	3.30
1517.00	86.40	15.18	4.38	3.30
1522.00	85.14	15.10	3.88	3.30
1526.00	64.12	15.10	3.36	3.30
1531.00	79.07	15.10	3.87	3.30
1535.00	77.90	15.10	3.68	3.29
1539.00	85.84	15.10	3.61	3.30
1544.00	90.09	15.10	4.25	3.30
1548.00	73.60	15.10	4.53	3.30
1552.00	90.89	15.10	3.85	3.30
1557.00	94.48	15.10	3.74	3.30
1561.00	70.89	15.10	4.65	3.30
1565.00	99.15	15.10	3.91	3.30
1570.00	76.96	15.10	3.90	3.29
1574.00	99.53	15.10	4.91	3.30
1578.00	90.28	15.10	4.14	3.30
1583.00	90.79	15.10	4.20	3.30
1587.00	95.88	15.10	4.64	3.30
1591.00	82.99	15.60	3.98	3.30
1596.00	92.52	15.60	5.08	3.30
1600.00	93.69	15.60	4.09	3.30
1605.00	94.11	15.60	4.70	3.30
1609.00	95.32	15.60	4.85	3.30
1614.00	88.36	16.05	4.36	3.30
1618.00	99.67	16.05	5.35	3.30
1622.00	84.49	16.05	4.28	3.30
1627.00	99.48	16.05	5.06	3.29
1631.00	96.44	16.05	4.50	3.30
1635.00	99.39	16.05	4.76	3.30
1640.00	108.50	16.05	5.43	3.29
1644.00	87.52	16.05	4.72	3.30
1648.00	109.29	14.94	5.96	3.30
1653.00	75.00	14.94	4.66	3.30
1657.00	108.78	15.06	5.67	3.30
1662.00	86.40	15.06	4.61	3.30
1666.00	107.42	15.06	5.72	3.29
1671.00	96.82	15.06	4.64	3.30
1675.00	97.43	15.06	5.80	3.30
1679.00	107.19	16.10	4.62	3.29
1684.00	79.86	16.10	5.21	3.30
1688.00	117.70	16.10	4.44	3.30
1693.00	90.98	16.10	5.60	3.30
1697.00	117.28	16.10	4.71	3.30
1701.00	90.56	16.10	5.57	3.30
1705.00	110.51	16.10	4.77	3.30
1710.00	99.29	16.10	5.38	3.30
1714.00	99.20	14.80	4.52	3.30
1719.00	105.23	14.80	5.45	3.30
1723.00	101.30	14.80	4.61	3.30
1728.00	109.66	14.80	5.58	3.30
1732.00	89.62	14.80	4.93	3.30
1736.00	104.11	14.80	5.14	3.30
1741.00	94.76	14.80	5.26	3.30
1745.00	101.96	14.80	4.48	3.30
1749.00	104.99	14.80	5.04	3.30
1754.00	120.60	16.47	4.98	3.30
1759.00	106.82	16.47	4.79	3.30
1763.00	105.46	16.47	4.98	3.30
1767.00	111.30	16.47	5.47	3.30
1771.00	92.01	16.47	4.63	3.30
1776.00	114.06	16.47	5.53	3.30
1780.00	105.09	16.47	4.60	3.30
1785.00	117.70	16.47	5.89	3.30
1789.00	115.04	16.47	4.84	3.30
1793.00	99.90	16.47	5.45	3.30
1797.00	110.41	16.47	5.21	3.30
1802.00	82.90	16.47	4.66	3.30
1806.00	105.32	16.47	4.92	3.30
1811.00	93.17	16.47	4.98	3.29
1815.00	116.95	16.47	4.81	3.30
1820.00	101.91	16.47	5.30	3.30
1825.00	116.86	15.97	4.91	3.29
1829.00	98.22	15.97	5.69	3.30
1833.00	99.85	15.97	4.69	3.30
1838.00	108.26	15.97	5.18	3.30
1842.00	99.71	15.97	5.07	3.29
1846.00	114.34	15.97	4.89	3.30
1850.00	94.06	15.97	5.96	3.30
1855.00	111.58	16.36	4.93	3.30
1859.00	101.77	16.47	5.85	3.30
1864.00	101.02	16.47	4.64	3.30
1869.00	96.68	16.47	5.32	3.29
1873.00	110.55	16.47	4.72	3.30
1878.00	116.49	16.47	5.42	3.30
1882.00	100.51	16.47	4.90	3.30
1887.00	120.36	16.47	5.28	3.29
1892.00	84.67	16.47	5.07	3.30
1896.00	114.24	16.47	5.37	3.30
1900.00	93.83	16.47	4.70	3.30
1904.00	117.37	16.47	5.92	3.30
1909.00	109.66	16.47	4.91	3.30
1913.00	103.12	16.47	5.38	3.30
1917.00	114.94	15.89	5.46	3.30
1922.00	81.82	16.58	4.98	3.29
1926.00	111.91	16.58	4.71	3.30
1931.00	85.93	16.58	5.40	3.30
1935.00	116.02	16.58	4.78	3.30
1940.00	99.53	16.58	5.44	3.30
1944.00	112.61	16.58	4.90	3.30
1949.00	113.31	16.58	5.55	3.30
1954.00	105.09	16.58	4.73	3.30
1958.00	116.39	16.58	5.37	3.30
1962.00	93.27	16.58	4.80	3.30
1966.00	120.74	16.58	4.93	3.30
1970.00	90.32	16.58	5.78	3.30
1975.00	113.54	16.58	4.94	3.30
1979.00	104.85	16.08	5.43	3.30
1984.00	101.63	16.76	4.73	3.30
1988.00	112.00	16.76	5.84	3.30
1993.00	104.06	16.76	4.69	3.30
1997.00	114.80	16.76	5.97	3.30
2002.00	103.45	16.76	4.83	3.30
2006.00	116.20	16.76	6.08	3.30
2011.00	94.16	16.76	4.73	3.30
2016.00	109.76	16.76	5.47	3.30
2020.00	103.12	16.76	4.71	3.29
2024.00	112.23	16.76	5.87	3.30
2028.00	114.24	16.76	4.89	3.30
2033.00	106.63	16.76	5.19	3.30
2037.00	115.74	16.76	5.84	3.30
2041.00	85.47	16.76	4.72	3.30
2046.00	108.26	16.76	5.64	3.30
2050.00	93.83	16.76	4.76	3.30
2055.00	106.77	16.76	5.47	3.30
2059.00	108.64	16.76	4.82	3.30
2064.00	110.55	16.76	5.72	3.30
2068.00	108.17	16.76	4.79	3.30
2073.00	103.92	16.76	5.27	3.30
2077.00	112.09	15.92	4.94	3.30
2082.00	104.20	15.92	4.72	3.30
2086.00	118.77	15.92	4.98	3.30
2091.00	92.71	15.92	5.72	3.29
2095.00	117.61	15.92	4.96	3.30
2099.00	103.78	15.92	5.52	3.30
2104.00	104.99	15.92	4.76	3.30
2108.00	102.00	15.92	5.85	3.29
2113.00	106.02	15.92	4.73	3.30
2117.00	116.53	15.92	5.98	3.30
2122.00	92.61	15.92	4.84	3.30
2126.00	126.30	15.92	5.91	3.30
2131.00	87.24	15.92	4.70	3.30
2135.00	116.30	15.92	5.84	3.30
2140.00	94.76	15.92	4.75	3.30
2144.00	112.79	15.92	5.89	3.30
2148.00	118.68	15.92	4.94	3.30
2153.00	97.15	15.92	5.09	3.29
2157.00	122.32	16.50	5.85	3.30
2162.00	80.28	16.50	4.86	3.30
2166.00	113.87	16.50	5.01	3.30
2171.00	87.80	16.50	5.21	3.30
2175.00	109.62	16.50	4.90	3.30
2180.00	101.02	16.50	5.11	3.30
2184.00	106.91	16.50	5.15	3.30
2189.00	121.16	16.50	4.95	3.30
2193.00	98.41	16.50	4.99	3.30
2198.00	110.93	16.50	5.14	3.30
2202.00	106.21	15.97	4.81	3.30
2207.00	113.96	15.97	5.70	3.29
2211.00	92.61	15.97	5.15	3.30
2216.00	115.74	16.30	5.06	3.30
2220.00	99.39	16.30	5.19	3.30
2225.00	115.83	16.30	5.22	3.29
2230.00	95.32	16.30	4.75	3.30
2234.00	112.75	16.30	5.51	3.30
2239.00	108.40	16.30	4.90	3.30
2243.00	100.51	16.30	5.32	3.30
2248.00	127.00	16.30	4.94	3.30
2252.00	83.08	16.30	5.20	3.30
2257.00	120.46	16.30	4.88	3.30
2261.00	91.82	16.41	5.63	3.30
2266.00	114.57	16.41	4.93	3.30
2270.00	101.86	16.41	5.40	3.30
2274.00	108.12	16.41	5.28	3.30
2279.00	118.07	16.41	4.84	3.30
2283.00	91.59	16.41	5.86	3.30
2287.00	117.05	16.41	4.76	3.29
2292.00	88.64	16.41	5.53	3.30
2297.00	113.64	16.41	4.87	3.30
2301.00	92.85	16.41	5.61	3.29
2306.00	108.59	16.41	4.84	3.30
2310.00	103.17	16.41	5.70	3.30
2315.00	112.89	16.41	4.76	3.30
2319.00	109.90	16.41	5.39	3.30
2324.00	111.86	16.41	5.03	3.30
2328.00	114.71	16.41	5.91	3.30
2332.00	100.37	16.41	4.93	3.30
2337.00	111.16	16.41	5.65	3.30
2341.00	95.79	16.41	4.82	3.30
2346.00	108.31	16.41	5.54	3.30
2350.00	103.97	16.41	4.77	3.30
2355.00	115.60	16.41	5.93	3.30
2359.00	100.18	16.41	4.86	3.30
2364.00	109.90	16.41	5.87	3.30
2368.00	114.76	16.41	4.82	3.30
2373.00	91.21	16.41	5.71	3.30
2377.00	121.90	16.41	4.79	3.30
2382.00	94.20	16.41	5.91	3.30
2387.00	120.13	16.41	4.92	3.30
2391.00	88.13	16.41	5.97	3.30
2395.00	113.87	16.41	4.98	3.30
2399.00	110.51	16.41	5.09	3.30
2404.00	102.84	16.41	5.18	3.29
2408.00	117.65	16.41	5.06	3.30
2413.00	97.57	16.41	4.72	3.30
2418.00	118.63	16.41	5.49	3.30
2422.00	90.18	16.41	4.87	3.30
2427.00	114.52	16.41	5.40	3.30
2431.00	97.47	16.41	4.70	3.30
2436.00	112.05	16.41	5.31	3.30
2440.00	108.36	16.41	4.77	3.30
2445.00	111.39	16.00	5.80	3.30
2450.00	102.89	16.00	4.90	3.30
2454.00	108.40	16.00	5.60	3.30
2458.00	115.78	16.00	5.04	3.30
2462.00	89.95	16.00	4.84	3.30
2467.00	110.69	16.00	5.70	3.30
2471.00	98.13	16.00	4.84	3.30
2476.00	111.07	16.00	5.24	3.30
2481.00	96.35	16.00	5.13	3.30
2485.00	111.02	16.00	5.13	3.30
2489.00	108.45	16.00	4.87	3.30
2494.00	105.60	16.00	4.96	3.29
2499.00	115.78	16.00	5.04	3.30
2503.00	104.25	16.00	4.88	3.29
2508.00	120.18	16.00	5.50	3.30
2512.00	86.73	16.00	5.34	3.30
2516.00	119.94	16.00	4.95	3.30
2520.00	94.30	16.00	5.88	3.30
2525.00	113.07	16.64	4.74	3.30
2529.00	107.00	16.36	5.86	3.30
2534.00	106.63	16.76	4.75	3.30
2539.00	110.97	16.76	5.62	3.30
2543.00	97.01	16.76	4.88	3.30
2548.00	120.41	16.76	5.54	3.30
2552.00	80.47	16.76	4.66	3.30
2557.00	121.20	16.76	5.29	3.30
2561.00	98.50	16.76	4.89	3.30
2566.00	114.62	16.19	5.11	3.30
2571.00	99.06	16.19	5.33	3.30
2575.00	108.78	16.19	5.55	3.30
2579.00	113.59	16.19	4.85	3.30
2584.00	96.21	16.19	5.86	3.30
2588.00	120.32	16.36	4.82	3.30
2593.00	96.82	16.36	5.90	3.30
2597.00	113.73	16.36	4.87	3.30
2602.00	90.84	16.36	5.69	3.30
2606.00	106.58	16.36	4.91	3.29
2611.00	93.83	16.36	5.63	3.30
2615.00	119.43	16.36	4.67	3.30
2620.00	108.12	16.36	5.38	3.30
2624.00	119.33	16.36	4.88	3.30
2629.00	115.97	16.36	5.35	3.30
2633.00	100.09	16.36	4.92	3.30
2638.00	115.04	16.36	6.02	3.30
2642.00	90.14	16.36	4.68	3.30
2646.00	115.97	16.36	5.21	3.30
2650.00	103.64	16.36	5.27	3.30
2654.00	110.51	16.36	4.79	3.30
2659.00	109.90	16.36	5.81	3.30
2664.00	98.17	16.36	4.90	3.30
2668.00	109.34	16.36	5.83	3.30
2672.00	86.03	16.36	4.64	3.30
2677.00	120.50	16.36	5.56	3.30
2681.00	101.02	16.36	4.72	3.30
2686.00	121.72	16.36	5.73	3.29
2691.00	99.29	15.86	4.98	3.30
2695.00	112.65	15.86	5.35	3.29
2700.00	115.92	15.86	4.87	3.30
2704.00	94.25	15.86	5.79	3.30
2708.00	123.17	15.86	4.86	3.30
2712.00	89.95	15.86	5.52	3.30
2717.00	120.04	15.86	4.93	3.30
2722.00	90.04	15.86	5.83	3.30
2726.00	110.09	15.86	4.93	3.30
2731.00	101.63	15.86	5.68	3.30
2735.00	104.39	15.86	4.70	3.30
2740.00	121.34	15.86	5.63	3.30
2744.00	106.58	15.86	4.79	3.30
2749.00	122.00	15.86	5.97	3.30
2753.00	94.72	15.58	4.97	3.29
2758.00	111.77	15.58	6.14	3.30
2762.00	92.85	15.58	4.78	3.30
2767.00	107.42	15.58	5.44	3.30
2771.00	114.43	15.58	4.97	3.30
2775.00	97.71	15.58	4.88	3.30
2780.00	117.70	15.58	5.46	3.30
2784.00	101.91	15.58	5.05	3.30
2789.00	110.37	15.58	5.32	3.30
2793.00	86.59	15.58	4.80	3.30
2798.00	112.28	15.58	5.11	3.30
2802.00	100.84	15.58	4.88	3.29
2807.00	119.66	15.58	5.19	3.30
2811.00	93.88	15.58	5.17	3.30
2816.00	115.41	15.58	5.19	3.30
2820.00	104.99	15.58	4.87	3.30
2824.00	102.10	15.58	5.72	3.30
2829.00	112.19	15.58	4.82	3.30
2833.00	93.59	15.58	5.60	3.30
2838.00	119.99	15.58	4.95	3.30
2842.00	86.82	15.58	5.98	3.30
2847.00	111.39	15.58	4.94	3.30
2851.00	96.77	15.58	5.87	3.30
2856.00	105.55	15.58	4.68	3.30
2860.00	116.02	15.58	5.79	3.30
2865.00	111.95	15.58	4.75	3.30
2869.00	124.57	15.58	6.09	3.30
2874.00	93.97	15.58	4.94	3.30
2879.00	118.63	15.58	5.90	3.30
2883.00	89.16	15.58	4.76	3.30
2887.00	112.61	15.58	5.80	3.30
2892.00	107.61	15.58	4.75	3.30
2896.00	112.47	15.58	5.20	3.30
2901.00	116.63	15.58	4.94	3.30
2905.00	104.48	15.58	5.66	3.30
2910.00	111.53	15.58	4.87	3.30
2914.00	78.27	15.58	5.59	3.30
2919.00	114.66	15.58	4.73	3.30
2923.00	100.60	15.58	5.61	3.30
2928.00	119.05	15.58	4.88	3.29
2932.00	94.86	15.58	5.94	3.30
2937.00	114.15	15.58	4.97	3.30
2941.00	102.47	15.58	5.51	3.30
2946.00	110.04	15.58	4.75	3.30
2950.00	111.44	15.58	4.89	3.30
2954.00	106.82	16.38	5.46	3.30
2959.00	116.77	16.38	5.02	3.30
2964.00	92.43	16.38	5.15	3.30
2968.00	109.76	16.38	5.40	3.30
2973.00	81.54	16.38	4.66	3.30
2977.00	114.62	16.38	5.27	3.30
2982.00	99.11	16.38	4.64	3.30
2986.00	121.62	16.38	5.36	3.30
2991.00	116.11	16.38	4.93	3.30
2995.00	104.43	16.38	5.67	3.30
3000.00	116.81	16.38	4.92	3.30
3004.00	86.17	16.38	5.22	3.30
3009.00	121.81	16.38	4.88	3.30
3013.00	92.75	16.38	4.81	3.30
3017.00	119.57	16.36	5.90	3.30
3022.00	98.69	16.38	4.92	3.30
3026.00	108.54	16.38	5.53	3.30
3031.00	110.27	16.38	4.98	3.30
3036.00	89.72	16.38	4.86	3.30
3040.00	118.82	16.38	5.02	3.30
3045.00	108.36	16.38	4.79	3.30
3049.00	122.14	16.38	5.15	3.30
3054.00	97.99	16.38	5.07	3.29
3058.00	112.37	15.86	5.38	3.30
3063.00	87.48	15.86	4.77	3.30
3067.00	107.28	15.86	4.99	3.30
3072.00	113.22	15.86	5.19	3.30
3076.00	109.57	15.86	4.79	3.30
3080.00	119.57	15.86	6.04	3.30
3085.00	94.90	15.86	4.90	3.30
3089.00	109.80	15.86	6.08	3.30
3094.00	83.04	15.86	4.71	3.30
3098.00	109.57	15.86	5.55	3.30
3103.00	93.13	15.86	4.64	3.30
3107.00	123.63	15.86	5.81	3.30
