21/2/2020 12:20:55
Time(ms)	Pressure(psig)	RPS	Current	Voltage
3112.00	108.12	15.86	4.84	3.30
3116.00	112.84	15.86	6.02	3.30
3121.00	110.13	15.86	4.86	3.30
3125.00	96.12	15.86	5.85	3.30
3129.00	117.19	15.86	4.82	3.30
3134.00	90.56	15.86	5.33	3.30
3138.00	122.84	16.24	5.08	3.29
3143.00	89.11	16.24	5.39	3.30
3147.00	113.54	16.24	4.96	3.30
3152.00	99.90	16.24	5.60	3.30
3157.00	102.14	16.24	4.73	3.30
3161.00	116.16	16.24	5.60	3.30
3166.00	98.92	16.24	4.73	3.30
3170.00	128.12	16.24	5.65	3.30
3175.00	99.20	16.24	4.97	3.30
3179.00	119.05	15.92	5.93	3.30
3184.00	91.87	15.92	4.76	3.30
3188.00	109.48	15.92	5.54	3.29
3192.00	109.43	15.92	4.76	3.30
3197.00	109.85	15.92	5.09	3.30
3201.00	122.04	16.08	5.45	3.30
3206.00	94.06	16.30	5.13	3.30
3210.00	114.01	16.22	5.12	3.30
3215.00	85.51	16.22	5.32	3.29
3220.00	108.64	16.22	4.79	3.30
3224.00	94.76	16.22	5.51	3.30
3229.00	114.01	16.22	4.85	3.30
3233.00	96.40	16.22	5.61	3.30
3238.00	120.64	16.22	4.99	3.30
3242.00	103.12	16.22	5.83	3.30
3247.00	108.40	16.22	4.79	3.30
3251.00	110.04	16.22	5.15	3.30
3255.00	105.65	16.22	5.37	3.30
3259.00	119.01	16.22	4.89	3.30
3264.00	98.41	16.22	5.97	3.30
3268.00	107.66	16.22	4.97	3.30
3273.00	98.55	16.22	5.71	3.30
3277.00	106.30	16.22	4.72	3.30
3282.00	104.90	16.22	5.84	3.30
3286.00	106.72	16.22	4.70	3.30
3291.00	117.37	16.22	5.92	3.30
3295.00	100.93	16.22	4.88	3.30
3300.00	123.59	16.22	6.16	3.30
3305.00	82.29	15.78	4.78	3.30
3309.00	117.28	15.78	5.53	3.30
3313.00	96.68	15.78	4.75	3.30
3318.00	119.43	15.78	5.91	3.30
3322.00	114.66	15.78	4.95	3.30
3326.00	105.60	15.78	5.22	3.30
3331.00	118.54	15.78	4.93	3.30
3336.00	87.71	15.78	5.47	3.30
3340.00	114.76	15.78	4.78	3.30
3345.00	84.77	15.78	5.70	3.30
3349.00	116.30	15.78	4.80	3.30
3354.00	103.87	15.78	5.58	3.30
3358.00	113.36	15.78	4.92	3.30
3363.00	104.15	15.78	5.75	3.30
3368.00	108.03	15.78	4.74	3.30
3372.00	112.56	15.78	5.48	3.30
3376.00	109.24	15.78	4.77	3.30
3380.00	119.15	15.78	4.98	3.30
3384.00	95.51	16.36	5.85	3.29
3389.00	111.21	16.36	4.96	3.30
3394.00	96.72	16.36	5.43	3.30
3398.00	104.39	16.36	5.00	3.30
3403.00	105.74	16.36	4.82	3.30
3407.00	109.62	16.36	5.09	3.30
3412.00	115.22	16.36	5.13	3.30
3416.00	113.78	16.36	4.97	3.30
3421.00	117.75	16.36	5.38	3.30
3425.00	86.31	16.36	5.01	3.30
3430.00	118.21	16.36	4.81	3.30
3434.00	89.58	16.36	4.88	3.30
3439.00	121.39	16.36	5.81	3.30
3443.00	102.42	16.36	4.88	3.30
3447.00	112.98	16.76	5.64	3.30
3452.00	111.49	16.76	4.88	3.29
3456.00	88.50	16.76	5.78	3.30
3461.00	113.68	16.76	4.72	3.30
3466.00	93.50	16.76	5.73	3.30
3470.00	122.56	16.76	4.77	3.29
3474.00	89.53	16.76	5.88	3.30
3479.00	120.13	16.76	4.86	3.30
3483.00	110.79	16.76	5.90	3.30
3488.00	108.92	16.10	4.71	3.30
3493.00	110.37	16.10	5.47	3.30
3497.00	109.10	16.10	4.79	3.30
3501.00	119.62	16.10	5.88	3.30
3505.00	85.47	16.10	4.99	3.30
3510.00	116.44	16.36	5.09	3.30
3514.00	92.05	16.36	5.00	3.30
3519.00	108.22	16.36	5.30	3.30
3524.00	101.63	16.36	4.73	3.30
3528.00	105.97	16.36	5.57	3.30
3533.00	116.02	16.36	4.88	3.29
3537.00	103.87	16.36	5.43	3.30
3542.00	115.27	16.36	4.83	3.29
3546.00	95.74	16.36	5.47	3.30
3551.00	113.82	16.36	4.85	3.30
3555.00	92.43	16.36	5.28	3.30
3559.00	117.56	16.36	5.24	3.30
3563.00	102.56	16.36	4.87	3.30
3568.00	111.39	16.36	6.05	3.30
3572.00	118.68	16.36	4.92	3.30
3576.00	84.35	16.36	4.98	3.30
3581.00	112.47	16.36	4.84	3.30
3585.00	91.12	16.36	5.40	3.30
3590.00	112.23	16.36	4.79	3.30
3594.00	93.92	16.36	5.28	3.30
3599.00	122.70	16.36	4.92	3.30
3603.00	110.04	16.36	5.21	3.30
3608.00	106.72	16.36	4.78	3.30
3613.00	110.79	16.36	5.59	3.30
3617.00	105.55	16.36	4.89	3.30
3621.00	117.56	16.36	5.02	3.30
3625.00	92.61	16.36	5.92	3.30
3629.00	117.56	16.36	4.95	3.30
3634.00	106.96	16.36	5.51	3.30
3638.00	106.35	16.36	4.93	3.29
3642.00	109.90	16.36	5.26	3.29
3647.00	99.15	16.36	4.75	3.30
3652.00	112.05	16.36	5.45	3.30
3656.00	93.78	16.36	4.89	3.30
3660.00	128.44	16.36	5.34	3.30
3665.00	90.98	16.36	4.65	3.30
3670.00	119.52	16.36	5.55	3.30
3674.00	103.22	16.36	4.73	3.30
3679.00	115.04	16.36	5.44	3.29
3683.00	117.28	16.36	5.07	3.30
3687.00	99.85	16.36	4.92	3.30
3691.00	122.70	16.36	6.15	3.30
3695.00	83.74	16.36	4.81	3.30
3700.00	118.03	16.36	5.28	3.30
3704.00	94.06	16.36	4.77	3.30
3709.00	113.03	16.36	5.61	3.30
3713.00	108.68	16.36	4.89	3.30
3718.00	103.17	16.36	5.48	3.30
3722.00	125.97	16.36	4.78	3.30
3727.00	93.31	16.36	5.47	3.29
3732.00	121.90	16.36	4.84	3.30
3736.00	91.73	16.00	5.94	3.30
3741.00	117.65	16.00	4.88	3.30
3745.00	100.18	16.00	5.76	3.30
3749.00	109.90	16.00	4.92	3.30
3754.00	118.07	16.00	5.01	3.30
3758.00	95.37	16.00	5.36	3.30
3763.00	119.43	16.00	4.89	3.30
3767.00	100.18	16.00	4.98	3.30
3772.00	114.48	16.00	5.16	3.30
3776.00	94.34	16.00	5.24	3.30
3781.00	110.97	16.00	4.96	3.30
3785.00	105.83	16.00	5.21	3.29
3790.00	111.95	16.00	4.92	3.29
3794.00	115.27	16.00	4.98	3.30
3799.00	117.98	15.89	5.31	3.29
3804.00	107.89	15.89	4.97	3.30
3808.00	108.08	15.89	5.08	3.29
3812.00	115.88	15.89	5.75	3.30
3816.00	88.13	15.89	4.74	3.30
3820.00	109.06	15.89	5.66	3.30
3825.00	93.59	15.89	4.73	3.30
3830.00	115.22	15.89	6.03	3.30
3834.00	102.19	15.89	4.83	3.30
3839.00	110.13	15.89	5.89	3.30
3843.00	115.27	15.89	4.81	3.29
3848.00	93.22	15.89	5.68	3.30
3852.00	122.98	15.89	4.81	3.30
3857.00	94.58	15.89	5.96	3.30
3861.00	122.98	16.08	4.88	3.30
3866.00	88.64	16.08	5.72	3.30
3870.00	115.13	16.08	4.93	3.30
3875.00	112.75	16.08	5.54	3.30
3879.00	104.39	16.08	4.86	3.30
3883.00	118.26	16.08	4.79	3.30
3887.00	96.63	16.08	5.35	3.30
3892.00	117.61	16.08	4.96	3.30
3896.00	82.43	16.08	5.46	3.30
3901.00	114.06	16.08	4.84	3.30
3905.00	109.80	16.08	5.63	3.30
3910.00	109.95	16.08	4.67	3.30
3914.00	111.35	16.08	5.54	3.30
3919.00	111.91	16.08	4.86	3.30
3924.00	117.23	16.08	5.30	3.30
3928.00	102.84	16.08	4.90	3.30
3932.00	117.33	16.08	6.01	3.30
3936.00	93.64	16.08	4.73	3.30
3940.00	110.79	16.08	5.09	3.30
3945.00	104.48	16.08	4.72	3.30
3950.00	108.82	16.08	5.48	3.30
3954.00	111.91	16.08	4.92	3.30
3959.00	100.88	16.08	5.45	3.29
3963.00	115.36	16.08	4.91	3.30
3968.00	92.85	16.08	5.10	3.30
3972.00	117.93	16.08	4.80	3.30
3977.00	93.17	16.08	5.51	3.30
3982.00	118.03	15.60	4.93	3.29
3986.00	84.53	15.60	5.97	3.30
3990.00	116.67	15.60	4.91	3.30
3995.00	108.12	15.60	5.21	3.30
3999.00	102.33	15.60	5.30	3.30
4003.00	112.09	15.60	4.77	3.30
4008.00	94.02	15.60	5.35	3.30
4013.00	117.05	15.60	5.01	3.30
4017.00	84.72	15.60	5.21	3.30
4022.00	117.47	15.60	4.98	3.30
4026.00	93.64	15.60	5.32	3.30
4031.00	111.67	15.60	4.82	3.30
4035.00	112.00	15.60	4.95	3.30
4040.00	113.59	16.00	5.22	3.30
4045.00	116.63	16.00	4.94	3.30
4049.00	100.56	16.00	5.03	3.30
4053.00	120.83	16.00	5.81	3.30
4057.00	83.22	16.00	4.75	3.30
4062.00	116.16	16.16	5.80	3.30
4066.00	96.58	16.16	4.71	3.29
4071.00	112.84	16.16	5.81	3.30
4076.00	97.52	16.16	4.85	3.30
4080.00	105.27	16.16	5.72	3.30
4085.00	111.25	16.16	4.74	3.30
4089.00	104.53	16.16	5.41	3.30
4094.00	119.52	16.16	4.74	3.30
4098.00	101.63	16.16	5.16	3.30
4103.00	116.72	16.16	5.10	3.30
4107.00	94.53	16.16	5.74	3.30
4111.00	110.46	16.16	4.92	3.30
4115.00	110.65	16.16	5.50	3.30
4120.00	104.71	16.16	4.75	3.30
4124.00	116.77	16.16	4.94	3.29
4128.00	102.00	16.16	5.65	3.30
4133.00	113.82	16.16	4.90	3.30
4137.00	88.04	16.16	5.48	3.30
4142.00	105.46	16.16	4.91	3.30
4146.00	103.59	16.16	5.40	3.30
4151.00	109.90	16.16	4.68	3.30
4155.00	105.27	16.16	5.28	3.30
4160.00	119.71	16.16	4.94	3.30
4165.00	112.75	16.16	5.11	3.29
4169.00	101.77	16.16	4.91	3.30
4173.00	116.30	16.16	6.10	3.30
4177.00	88.64	16.16	4.73	3.30
4182.00	117.42	16.16	5.34	3.30
4186.00	103.03	16.16	5.13	3.30
4190.00	106.82	16.16	4.78	3.30
4194.00	108.22	16.16	5.68	3.30
4199.00	100.37	16.16	4.90	3.30
4204.00	109.90	16.16	5.71	3.29
4208.00	83.18	16.16	4.63	3.30
4212.00	123.31	16.16	5.47	3.30
4217.00	98.17	16.16	4.73	3.30
4222.00	122.60	16.16	5.53	3.30
4226.00	97.29	15.84	5.01	3.30
4231.00	111.53	15.84	5.20	3.30
4235.00	117.19	15.84	4.86	3.30
4240.00	95.46	15.84	5.62	3.30
4244.00	124.75	15.84	4.82	3.30
4248.00	91.54	15.84	5.64	3.30
4253.00	120.32	15.84	4.92	3.30
4257.00	88.22	15.84	5.92	3.30
4262.00	110.09	15.84	4.91	3.30
4266.00	102.38	15.84	5.76	3.30
4271.00	106.30	15.84	4.69	3.30
4275.00	120.88	15.84	5.74	3.30
4280.00	109.01	15.84	4.78	3.30
4284.00	122.23	15.84	6.05	3.30
4289.00	95.65	15.84	4.94	3.30
4293.00	114.34	15.84	5.78	3.30
4298.00	98.27	15.84	4.70	3.30
4302.00	108.17	15.84	4.94	3.30
4306.00	114.10	15.84	5.31	3.30
4310.00	106.68	15.84	4.78	3.30
4314.00	118.96	15.84	5.81	3.30
4319.00	89.76	15.84	4.96	3.30
4324.00	112.65	15.84	5.94	3.30
4328.00	90.14	15.84	4.70	3.30
4332.00	109.43	15.84	5.59	3.30
4337.00	115.69	15.84	4.69	3.30
4342.00	119.33	15.84	5.86	3.30
4346.00	108.87	15.84	4.96	3.30
4351.00	110.93	15.84	6.15	3.30
4355.00	112.33	15.84	4.90	3.29
4359.00	92.85	15.84	5.29	3.30
4364.00	112.00	15.84	5.09	3.30
4368.00	94.86	16.79	4.79	3.30
4373.00	112.05	16.79	5.24	3.30
4377.00	101.91	16.79	5.15	3.30
4382.00	110.83	16.79	4.99	3.30
4386.00	99.39	16.79	5.21	3.30
4391.00	107.24	16.79	4.64	3.30
4395.00	115.41	16.79	5.08	3.30
4400.00	108.17	16.79	4.73	3.30
4404.00	125.97	16.79	5.33	3.30
4409.00	89.86	16.79	4.92	3.30
4414.00	119.76	16.79	5.67	3.30
4418.00	86.87	16.79	5.06	3.29
4422.00	115.64	16.79	4.86	3.30
4426.00	110.55	16.79	5.71	3.30
4431.00	109.62	16.79	4.80	3.30
4435.00	117.65	16.79	6.06	3.30
4440.00	96.07	16.79	4.90	3.30
4445.00	116.77	16.79	5.98	3.30
4449.00	90.00	16.79	4.67	3.29
4453.00	115.27	16.79	5.66	3.30
4458.00	104.67	16.79	4.63	3.30
4462.00	117.23	16.79	5.84	3.30
4467.00	107.98	16.79	4.87	3.30
4472.00	109.01	16.79	5.93	3.30
4476.00	116.06	16.79	4.88	3.30
4480.00	97.05	16.79	5.58	3.29
4484.00	118.63	16.79	4.81	3.30
4489.00	96.96	16.79	4.96	3.30
4493.00	117.09	16.79	5.85	3.30
4497.00	112.65	16.79	4.90	3.30
4501.00	104.29	16.79	6.04	3.30
4506.00	109.76	16.79	4.79	3.30
4511.00	93.64	16.79	5.67	3.30
4515.00	116.86	16.79	4.64	3.30
4520.00	103.64	16.79	5.78	3.30
4524.00	118.82	16.79	4.80	3.30
4529.00	97.71	16.79	5.95	3.30
4533.00	111.11	16.79	4.93	3.30
4537.00	109.06	16.79	5.82	3.30
4542.00	103.78	16.79	4.79	3.30
4546.00	117.05	16.79	5.11	3.30
4550.00	103.83	16.08	5.10	3.30
4555.00	118.82	16.08	5.35	3.30
4560.00	96.40	16.08	4.92	3.30
4564.00	110.69	16.08	5.77	3.30
4569.00	87.01	16.08	4.71	3.30
4574.00	111.77	16.08	5.68	3.30
4578.00	104.20	16.08	4.63	3.30
4582.00	125.41	16.08	5.71	3.30
4587.00	107.75	16.08	4.88	3.30
4592.00	113.17	16.08	5.94	3.30
4596.00	117.79	16.08	4.85	3.30
4600.00	86.49	16.08	5.50	3.30
4605.00	122.28	16.08	4.80	3.30
4609.00	87.19	16.08	4.97	3.30
4613.00	122.84	16.47	5.48	3.30
4618.00	98.59	16.47	5.00	3.30
4623.00	111.44	16.47	5.21	3.30
4627.00	103.87	16.47	5.13	3.30
4632.00	99.01	16.47	4.68	3.30
4636.00	117.51	16.47	5.17	3.30
4641.00	97.52	16.47	4.65	3.30
4645.00	127.65	16.47	5.24	3.30
4650.00	92.29	16.47	5.00	3.30
4654.00	114.29	16.02	5.36	3.30
4659.00	91.63	16.02	4.68	3.30
4663.00	109.76	16.02	4.96	3.30
4667.00	106.63	16.02	5.32	3.30
4672.00	102.24	16.02	4.77	3.30
4676.00	122.98	16.02	5.86	3.30
4680.00	100.98	16.02	4.94	3.30
4685.00	112.61	16.02	6.10	3.30
4690.00	83.55	16.02	4.70	3.30
4694.00	105.79	16.02	5.73	3.30
4699.00	100.32	16.02	4.63	3.30
4703.00	118.21	16.02	5.93	3.30
4708.00	116.49	16.02	4.84	3.30
4712.00	114.85	16.02	6.04	3.30
4717.00	110.60	16.02	4.85	3.30
4721.00	97.33	16.02	5.56	3.30
4725.00	113.07	16.02	4.80	3.30
4729.00	98.78	16.02	4.89	3.30
4734.00	116.49	16.30	5.69	3.30
4738.00	96.91	16.30	4.99	3.30
4743.00	114.94	16.30	5.30	3.30
4748.00	105.04	16.30	5.10	3.30
4752.00	96.30	16.30	4.72	3.30
4757.00	112.93	16.30	5.16	3.30
4761.00	103.55	16.30	4.67	3.30
4766.00	129.75	16.30	5.20	3.29
4770.00	89.25	16.30	4.91	3.30
4775.00	119.57	15.97	5.45	3.30
4780.00	94.06	15.97	4.79	3.30
4784.00	112.51	15.97	5.06	3.30
4788.00	113.64	15.97	5.12	3.30
4792.00	108.31	15.97	4.77	3.30
4797.00	124.61	16.50	6.06	3.30
4801.00	90.32	16.50	4.89	3.29
4806.00	116.77	16.50	5.86	3.30
4811.00	80.05	16.50	4.83	3.30
4815.00	110.13	16.50	5.08	3.30
4820.00	95.56	16.50	4.88	3.30
4824.00	112.98	16.50	5.08	3.30
4829.00	104.25	16.50	4.98	3.30
4833.00	118.21	16.50	5.31	3.30
4838.00	111.11	16.50	5.12	3.30
4842.00	105.18	16.50	5.52	3.29
4846.00	112.70	16.50	4.75	3.30
4850.00	100.65	16.50	5.69	3.30
4855.00	115.55	16.50	4.90	3.30
4859.00	109.80	16.50	5.20	3.29
4863.00	106.53	16.50	5.75	3.30
4868.00	106.82	16.50	4.95	3.30
4873.00	99.34	16.50	4.95	3.29
4877.00	110.65	16.50	5.19	3.30
4882.00	101.58	16.50	4.66	3.30
4886.00	115.13	16.50	5.20	3.30
4891.00	98.59	16.50	4.95	3.30
4895.00	122.00	16.50	5.38	3.30
4900.00	90.51	16.27	4.73	3.30
4905.00	116.06	16.27	5.61	3.30
4909.00	101.44	16.27	4.78	3.30
4913.00	117.00	16.27	5.06	3.30
4917.00	114.24	16.27	5.72	3.30
4922.00	102.89	16.56	4.88	3.30
4926.00	115.83	16.64	6.09	3.30
4931.00	86.12	16.64	4.72	3.30
4936.00	115.55	16.64	5.36	3.30
4940.00	83.22	16.64	4.79	3.30
4945.00	118.17	16.64	5.46	3.30
4949.00	107.56	16.64	4.77	3.30
4953.00	114.43	16.64	5.73	3.30
4958.00	121.34	16.64	4.82	3.30
4963.00	92.01	16.64	5.42	3.30
4967.00	120.60	16.64	4.76	3.30
4971.00	88.83	16.64	5.78	3.30
4975.00	119.19	16.64	4.82	3.30
4979.00	100.79	16.41	5.08	3.30
4984.00	112.28	16.41	5.05	3.30
4989.00	113.36	16.41	5.31	3.30
4993.00	102.24	16.41	4.80	3.30
4998.00	111.53	16.41	5.56	3.30
5002.00	102.66	16.41	4.74	3.30
5007.00	119.10	16.41	5.48	3.30
5011.00	100.32	16.41	4.86	3.30
5016.00	115.46	16.41	5.42	3.30
5020.00	95.23	16.41	4.70	3.29
5025.00	115.08	16.41	5.56	3.30
5029.00	99.67	16.41	4.84	3.30
5033.00	110.93	16.41	4.87	3.30
5038.00	118.77	16.41	5.98	3.30
5042.00	98.87	16.41	4.90	3.30
5046.00	112.79	16.41	6.03	3.30
5051.00	84.44	16.41	4.68	3.30
5056.00	110.46	16.41	5.62	3.30
5060.00	91.26	16.41	4.66	3.30
5065.00	116.77	16.41	5.65	3.30
5069.00	105.27	16.41	4.73	3.30
5074.00	117.00	16.41	5.98	3.30
5078.00	115.88	16.41	4.79	3.30
5083.00	100.04	16.41	5.68	3.30
5087.00	119.29	16.41	4.78	3.30
5092.00	91.96	16.41	5.91	3.30
5096.00	123.31	16.41	4.89	3.30
5100.00	98.17	16.41	5.24	3.30
5104.00	115.97	16.41	5.49	3.30
5109.00	105.97	16.41	4.98	3.30
5113.00	101.86	16.41	5.05	3.30
5118.00	113.45	16.41	5.20	3.30
5123.00	93.73	16.41	4.67	3.30
5127.00	121.30	16.41	5.16	3.30
5131.00	86.59	16.41	5.05	3.30
5136.00	120.22	16.41	5.05	3.30
5140.00	95.98	16.41	5.16	3.30
5145.00	110.04	16.41	5.06	3.30
5150.00	108.45	16.47	4.66	3.30
5154.00	119.19	16.47	5.62	3.30
5159.00	118.77	16.47	4.96	3.30
5163.00	101.54	16.47	4.93	3.30
5168.00	113.64	16.47	5.48	3.29
5172.00	89.53	16.47	4.95	3.30
5177.00	109.99	16.47	4.86	3.30
5181.00	89.72	16.47	5.23	3.30
5186.00	115.32	16.47	4.75	3.30
5190.00	101.12	16.47	5.01	3.30
5195.00	121.02	16.47	5.27	3.29
5199.00	114.10	16.47	4.92	3.30
5204.00	107.47	16.47	5.03	3.30
5208.00	117.51	15.73	5.18	3.30
5213.00	99.11	15.73	4.79	3.30
5217.00	124.80	15.73	5.11	3.30
5221.00	84.58	15.73	5.52	3.30
5226.00	119.24	16.73	5.03	3.30
5231.00	89.44	16.73	5.10	3.30
5235.00	111.02	16.73	5.12	3.30
5240.00	102.24	16.73	4.64	3.30
5245.00	106.07	16.73	5.28	3.30
5249.00	117.47	16.73	4.85	3.30
5253.00	101.58	16.73	5.05	3.30
5258.00	123.87	16.73	5.21	3.30
5262.00	97.19	16.73	5.04	3.30
5267.00	113.45	16.73	4.78	3.30
5271.00	92.47	16.73	4.87	3.30
5276.00	118.63	16.73	5.73	3.29
5280.00	116.53	16.73	4.90	3.30
5284.00	105.83	16.73	5.70	3.30
5288.00	120.60	16.73	5.27	3.30
5292.00	84.67	16.73	4.76	3.30
5297.00	113.54	16.73	5.32	3.30
5301.00	95.60	16.73	4.87	3.30
5306.00	111.30	16.73	5.14	3.30
5310.00	98.17	16.73	4.85	3.30
5315.00	120.18	16.73	5.62	3.30
5319.00	113.22	16.73	4.81	3.30
5324.00	105.46	16.73	5.32	3.30
5329.00	114.24	16.73	4.96	3.30
5333.00	99.15	16.73	5.62	3.30
5337.00	118.12	16.73	4.85	3.30
5341.00	94.67	16.73	5.59	3.30
5345.00	117.19	16.73	4.91	3.30
5350.00	108.03	16.73	4.91	3.30
5354.00	89.53	16.73	5.78	3.30
5358.00	110.41	16.73	4.75	3.30
5363.00	98.27	16.73	5.46	3.30
5368.00	112.05	16.73	4.83	3.30
5372.00	89.81	16.73	5.60	3.30
5376.00	120.04	16.73	4.83	3.30
5381.00	107.84	16.73	5.66	3.30
5386.00	119.01	16.73	4.78	3.30
5390.00	103.92	16.73	5.18	3.30
5394.00	114.80	16.73	4.78	3.30
5399.00	118.21	16.73	6.01	3.30
5403.00	92.89	16.73	4.92	3.30
5407.00	116.72	16.73	5.31	3.30
5411.00	101.35	16.73	5.51	3.30
5416.00	113.03	16.73	4.71	3.30
5420.00	107.00	16.73	5.59	3.30
5425.00	106.11	16.73	4.79	3.30
5429.00	109.34	16.73	5.53	3.30
5434.00	100.98	16.73	4.77	3.30
5438.00	126.30	16.73	5.79	3.30
5443.00	84.72	16.73	4.67	3.30
5447.00	122.00	16.73	5.31	3.30
5452.00	89.53	16.73	5.03	3.30
5456.00	117.84	16.73	5.76	3.30
5461.00	110.97	16.73	4.87	3.30
5465.00	106.53	16.73	5.70	3.30
5469.00	121.30	16.73	4.84	3.30
5473.00	83.74	16.73	4.98	3.30
5477.00	118.17	16.73	5.56	3.30
5482.00	88.74	16.73	4.86	3.30
5487.00	115.55	16.73	5.13	3.30
5491.00	92.57	16.73	4.92	3.30
5496.00	110.79	16.73	5.31	3.30
5500.00	119.29	16.73	4.79	3.30
5505.00	101.72	16.73	5.11	3.30
5509.00	123.21	16.73	5.10	3.30
5514.00	109.62	16.73	4.78	3.30
5518.00	120.50	16.73	4.99	3.30
5523.00	91.07	16.73	5.61	3.29
5527.00	115.32	16.73	4.92	3.30
5531.00	113.59	16.73	5.78	3.30
5535.00	105.27	16.73	4.75	3.30
5540.00	119.90	16.73	4.90	3.30
5544.00	94.76	16.73	4.89	3.30
5549.00	118.21	16.73	5.27	3.30
5553.00	82.48	16.73	4.97	3.30
5558.00	114.10	16.73	5.06	3.30
5562.00	99.25	16.73	5.03	3.30
5567.00	112.84	16.73	4.98	3.30
5571.00	111.49	16.73	4.71	3.30
5576.00	111.63	15.94	5.42	3.30
5581.00	105.51	15.94	4.96	3.30
5585.00	108.03	15.94	5.16	3.30
5589.00	115.64	15.94	5.55	3.30
5593.00	92.57	15.94	4.69	3.30
5598.00	109.95	15.94	5.85	3.30
5602.00	103.78	15.94	4.68	3.30
5607.00	112.47	15.94	5.84	3.30
5611.00	99.25	15.94	4.81	3.30
5616.00	111.72	15.94	5.98	3.30
5620.00	110.41	15.94	4.74	3.30
5625.00	101.44	15.94	5.76	3.30
5629.00	117.00	15.94	4.72	3.30
5634.00	93.17	15.94	5.81	3.29
5639.00	122.60	15.94	4.88	3.30
5643.00	84.91	15.94	5.95	3.30
5647.00	117.79	15.94	4.94	3.30
5651.00	108.31	15.94	5.07	3.30
5655.00	103.08	16.13	5.19	3.30
5660.00	112.56	16.13	5.02	3.29
5665.00	102.94	16.13	4.70	3.30
5669.00	116.77	16.13	5.44	3.30
5674.00	84.63	16.13	4.91	3.30
5678.00	117.33	16.13	5.33	3.30
5683.00	93.83	16.13	4.76	3.30
5687.00	117.42	16.13	5.14	3.30
5692.00	105.88	16.13	4.67	3.30
5697.00	113.59	16.13	5.51	3.30
5701.00	115.04	16.13	4.90	3.30
5705.00	99.57	16.13	5.32	3.30
5710.00	120.41	16.13	5.46	3.30
5714.00	83.64	16.13	4.71	3.30
5718.00	115.64	16.13	5.88	3.30
5723.00	99.67	16.13	4.71	3.30
5728.00	112.05	16.13	5.61	3.30
5732.00	97.85	16.13	4.87	3.30
5737.00	106.11	16.13	5.69	3.30
5741.00	111.63	16.13	4.71	3.30
5746.00	106.07	16.13	5.45	3.30
5750.00	118.03	16.13	4.68	3.30
5755.00	100.56	16.13	5.36	3.30
5759.00	117.61	15.89	4.96	3.29
5764.00	92.05	15.89	5.19	3.30
5768.00	120.36	15.89	4.92	3.30
5773.00	94.20	15.89	5.94	3.30
5777.00	106.96	15.89	4.78	3.30
5781.00	115.18	15.89	5.31	3.30
5786.00	109.43	15.89	4.81	3.30
5790.00	113.54	15.89	5.69	3.30
5795.00	90.75	15.89	4.89	3.30
5799.00	116.95	15.89	5.64	3.30
5804.00	88.50	15.89	4.64	3.30
5808.00	122.60	15.89	5.32	3.30
5813.00	105.65	15.89	4.71	3.30
5817.00	119.38	15.89	5.63	3.30
5822.00	110.27	15.89	4.91	3.30
5826.00	104.99	15.89	5.31	3.30
5830.00	121.53	15.89	5.50	3.30
5834.00	85.65	15.89	4.70	3.30
5839.00	120.36	15.89	5.89	3.30
5843.00	101.02	15.89	4.75	3.30
5847.00	115.74	15.89	5.19	3.30
5852.00	108.64	15.89	4.95	3.30
5856.00	98.41	15.89	5.33	3.30
5861.00	118.45	15.89	5.10	3.30
5865.00	86.12	15.89	4.94	3.30
5870.00	127.70	15.89	4.92	3.30
5874.00	89.86	15.89	5.21	3.30
5879.00	119.47	15.89	4.85	3.30
5883.00	103.69	15.89	5.50	3.30
5888.00	109.38	15.89	5.30	3.30
5892.00	120.41	15.89	4.82	3.30
5896.00	92.29	15.89	5.83	3.30
5900.00	123.07	16.76	4.75	3.30
5905.00	86.17	16.76	5.86	3.30
5910.00	117.28	16.76	4.82	3.29
5914.00	88.41	16.76	5.62	3.30
5919.00	107.42	16.76	4.84	3.30
5923.00	102.10	16.76	5.66	3.30
5928.00	107.52	16.76	4.61	3.30
5932.00	119.90	16.76	5.56	3.30
5937.00	110.27	16.76	4.75	3.30
5941.00	113.36	16.24	5.69	3.30
5946.00	105.27	16.24	4.96	3.30
5950.00	115.22	16.24	6.10	3.30
5955.00	86.59	16.24	4.73	3.30
5959.00	115.13	16.24	5.56	3.30
5963.00	100.42	16.47	4.70	3.29
5968.00	118.73	16.47	5.57	3.30
5973.00	107.80	16.47	4.94	3.30
5977.00	104.11	16.47	5.83	3.30
5982.00	108.03	16.47	4.82	3.30
5986.00	94.02	16.47	5.50	3.30
5991.00	124.99	16.47	4.76	3.30
5995.00	91.49	16.47	5.60	3.30
6000.00	124.29	16.47	4.91	3.30
6004.00	94.20	15.86	5.88	3.30
6009.00	114.57	15.86	4.94	3.29
6013.00	110.55	15.86	5.43	3.30
6018.00	101.72	15.86	4.70	3.30
6022.00	121.58	15.86	4.86	3.30
6026.00	92.61	15.86	5.64	3.30
6031.00	120.97	15.86	4.89	3.30
6035.00	85.14	15.86	5.49	3.30
6040.00	111.49	15.86	4.94	3.30
6044.00	95.51	15.86	5.41	3.30
6049.00	107.47	15.86	4.62	3.30
6053.00	120.41	15.86	5.33	3.30
6058.00	109.43	15.86	4.76	3.30
6062.00	123.26	15.86	5.59	3.30
6067.00	107.66	15.86	5.01	3.30
