21/2/2020 12:25:35
Time(ms)	Pressure(psig)	RPS	Current	Voltage
3175.00	132.32	16.27	5.44	3.30
3180.00	115.22	16.27	6.30	3.30
3185.00	135.17	16.27	5.46	3.30
3189.00	106.02	16.27	6.56	3.30
3194.00	130.64	16.27	5.53	3.30
3199.00	115.27	16.27	6.53	3.30
3203.00	127.00	16.27	5.42	3.30
3208.00	130.73	16.27	6.35	3.30
3213.00	118.31	16.27	5.39	3.30
3217.00	135.54	16.27	6.26	3.29
3222.00	109.48	16.27	5.55	3.30
3227.00	131.15	16.27	6.22	3.29
3231.00	104.15	16.27	5.33	3.30
3236.00	129.99	16.27	5.94	3.30
3241.00	121.06	16.27	5.53	3.30
3245.00	130.36	16.27	5.77	3.29
3250.00	129.10	16.27	5.74	3.30
3254.00	122.70	16.27	5.66	3.30
3259.00	133.30	16.27	5.97	3.30
3264.00	99.76	16.27	5.44	3.30
3268.00	130.87	16.27	6.28	3.30
3273.00	107.24	16.27	5.37	3.30
3278.00	133.77	16.27	6.49	3.30
3282.00	125.69	16.27	5.42	3.30
3287.00	131.71	16.27	6.73	3.30
3292.00	129.43	16.27	5.43	3.30
3296.00	108.68	16.27	6.58	3.30
3301.00	132.27	16.27	5.41	3.30
3306.00	110.37	16.27	6.47	3.30
3310.00	133.91	16.27	5.47	3.30
3315.00	111.25	16.27	6.31	3.30
3319.00	130.45	16.27	5.55	3.29
3324.00	118.35	16.27	6.06	3.30
3329.00	123.82	16.27	5.38	3.30
3333.00	131.76	16.27	5.84	3.30
3338.00	119.24	16.27	5.48	3.30
3343.00	136.43	16.27	5.74	3.30
3347.00	107.89	16.27	5.84	3.30
3352.00	130.36	16.27	5.71	3.29
3357.00	106.68	16.27	5.95	3.30
3361.00	129.29	16.27	5.47	3.29
3366.00	126.06	16.27	6.14	3.29
3371.00	126.72	16.27	5.40	3.30
3375.00	131.57	16.27	6.45	3.30
3380.00	117.19	16.27	5.48	3.30
3384.00	132.79	16.27	6.78	3.30
3389.00	104.57	16.27	5.36	3.30
3394.00	130.69	16.27	6.57	3.29
3398.00	113.26	16.27	5.35	3.30
3403.00	133.72	16.27	6.43	3.29
3408.00	130.55	16.27	5.47	3.30
3412.00	128.35	16.27	6.42	3.30
3417.00	132.60	16.27	5.49	3.30
3422.00	102.89	16.27	6.09	3.30
3426.00	131.85	16.27	5.48	3.30
3431.00	106.07	16.27	5.91	3.30
3436.00	134.05	16.27	5.58	3.30
3440.00	118.12	16.27	5.78	3.30
3445.00	129.10	16.27	5.82	3.30
3449.00	124.33	16.27	5.55	3.30
3454.00	118.96	16.27	5.84	3.30
3459.00	132.51	16.27	5.45	3.30
3463.00	107.10	16.27	6.13	3.30
3468.00	135.54	16.27	5.47	3.30
3473.00	105.79	16.27	6.36	3.30
3477.00	130.27	16.27	5.55	3.30
3482.00	111.81	16.27	6.63	3.30
3487.00	129.29	16.27	5.39	3.30
3491.00	128.72	16.27	6.60	3.30
3496.00	118.96	16.27	5.36	3.30
3501.00	135.97	16.27	6.46	3.30
3505.00	111.07	16.27	5.53	3.30
3510.00	131.34	16.27	6.32	3.30
3514.00	110.46	16.27	5.36	3.30
3519.00	130.69	16.27	6.03	3.30
3524.00	118.63	16.27	5.48	3.30
3528.00	133.16	16.27	5.82	3.30
3533.00	132.04	16.27	5.56	3.30
3538.00	124.57	16.27	5.79	3.30
3542.00	134.38	16.27	5.73	3.29
3547.00	99.62	16.27	5.52	3.30
3552.00	132.04	16.27	5.89	3.30
3556.00	105.41	16.27	5.43	3.30
3561.00	133.63	16.27	6.30	3.30
3566.00	123.59	16.27	5.44	3.30
3570.00	128.82	16.27	6.71	3.29
3575.00	130.03	16.27	5.42	3.30
3579.00	111.86	16.27	6.57	3.30
3584.00	133.40	16.27	5.42	3.30
3589.00	109.57	16.27	6.47	3.30
3593.00	134.33	16.27	5.45	3.30
3598.00	111.16	16.27	6.42	3.30
3603.00	130.87	16.27	5.54	3.30
3607.00	117.93	16.27	6.18	3.30
3612.00	125.31	16.27	5.41	3.30
3617.00	132.18	16.27	5.99	3.30
3621.00	113.40	16.27	5.30	3.29
3626.00	135.64	16.27	5.84	3.30
3631.00	106.49	16.27	5.72	3.30
3635.00	130.36	16.27	5.75	3.30
3640.00	116.25	16.27	6.04	3.30
3644.00	129.33	16.27	5.47	3.30
3649.00	124.10	16.27	6.21	3.30
3654.00	127.88	16.27	5.40	3.30
3658.00	131.99	16.27	6.40	3.30
3663.00	120.50	16.27	5.47	3.30
3668.00	133.30	16.27	6.74	3.30
3672.00	103.45	16.27	5.36	3.30
3677.00	132.46	16.27	6.64	3.30
3682.00	111.11	16.27	5.34	3.30
3686.00	135.40	16.27	6.49	3.30
3691.00	129.61	16.27	5.47	3.29
3695.00	122.60	16.27	6.28	3.30
3700.00	132.27	16.27	5.47	3.30
3705.00	103.78	16.27	5.90	3.30
3709.00	131.43	16.27	5.41	3.29
3714.00	108.40	16.27	5.79	3.30
3719.00	133.86	16.27	5.67	3.30
3723.00	116.39	16.27	5.68	3.30
3728.00	129.94	16.27	5.86	3.29
3733.00	127.65	16.27	5.49	3.30
3737.00	120.08	16.27	6.06	3.30
3742.00	132.93	16.27	5.43	3.30
3746.00	107.75	16.27	6.30	3.30
3751.00	135.45	16.27	5.44	3.30
3756.00	104.85	16.27	6.57	3.30
3760.00	129.94	16.27	5.51	3.30
3765.00	122.46	16.27	6.44	3.30
3770.00	127.84	16.27	5.42	3.30
3774.00	128.12	16.27	6.31	3.30
3779.00	120.50	16.27	5.36	3.30
3784.00	136.34	16.27	6.29	3.30
3788.00	112.56	16.27	5.52	3.30
3793.00	131.39	16.27	6.18	3.30
3798.00	108.73	16.27	5.40	3.30
3802.00	128.58	16.27	5.81	3.30
3807.00	117.05	16.27	5.61	3.30
3811.00	132.60	16.27	5.62	3.30
3816.00	133.30	16.27	5.86	3.30
3821.00	114.38	16.27	5.60	3.30
3825.00	132.93	16.27	6.16	3.29
3830.00	98.78	16.27	5.40	3.30
3835.00	131.43	16.27	6.26	3.30
3839.00	107.47	16.27	5.37	3.30
3844.00	134.66	16.27	6.45	3.30
3849.00	122.93	16.27	5.42	3.30
3853.00	128.40	16.27	6.74	3.30
3858.00	128.40	16.27	5.42	3.30
3863.00	113.26	16.27	6.48	3.30
3867.00	134.05	16.27	5.42	3.30
3872.00	104.39	16.27	6.40	3.29
3876.00	135.08	16.27	5.46	3.30
3881.00	108.59	16.27	6.24	3.30
3886.00	130.64	16.27	5.47	3.30
3890.00	127.74	16.27	5.92	3.30
3895.00	126.90	16.27	5.37	3.30
3900.00	131.53	16.27	5.80	3.30
3904.00	115.27	16.27	5.44	3.30
3909.00	137.04	16.27	5.76	3.30
3914.00	107.47	16.27	5.78	3.30
3918.00	130.97	16.27	5.69	3.30
3923.00	115.88	16.27	6.00	3.29
3928.00	129.33	16.27	5.44	3.30
3932.00	123.35	16.27	6.19	3.30
3937.00	128.30	16.27	5.38	3.30
3942.00	135.64	16.27	6.50	3.30
3946.00	119.90	16.27	5.45	3.29
3951.00	133.30	16.27	6.76	3.30
3956.00	101.68	16.27	5.35	3.30
3960.00	129.47	16.41	6.61	3.30
3965.00	110.27	16.41	5.33	3.30
3970.00	133.49	16.41	6.58	3.30
3974.00	128.02	16.41	5.45	3.30
3979.00	129.10	16.41	6.51	3.30
3984.00	131.48	16.41	5.46	3.30
3988.00	104.62	16.41	6.19	3.30
3993.00	132.04	16.41	5.47	3.30
3997.00	106.35	16.41	6.02	3.30
4002.00	134.00	16.41	5.45	3.30
4007.00	114.85	16.41	5.89	3.30
4011.00	129.75	16.41	5.61	3.29
4016.00	121.95	16.41	5.65	3.30
4021.00	121.06	16.41	5.65	3.29
4025.00	132.46	16.41	5.53	3.30
4030.00	119.62	16.41	5.68	3.30
4035.00	135.40	16.41	5.57	3.30
4039.00	104.53	16.41	6.14	3.30
4044.00	130.36	16.41	5.56	3.30
4049.00	110.37	16.41	6.45	3.30
4053.00	128.54	16.41	5.38	3.30
4058.00	128.26	16.41	6.55	3.30
4063.00	121.90	16.41	5.35	3.30
4067.00	134.98	16.41	6.53	3.29
4072.00	113.26	16.41	5.51	3.30
4076.00	131.99	16.41	6.46	3.30
4081.00	107.70	16.41	5.39	3.30
4086.00	129.57	16.41	6.18	3.30
4090.00	117.37	16.41	5.32	3.30
4095.00	132.74	16.41	6.01	3.30
4100.00	132.56	16.41	5.43	3.30
4104.00	126.20	16.41	5.93	3.30
4109.00	133.26	16.41	5.69	3.30
4114.00	98.78	16.41	5.56	3.30
4118.00	130.08	16.41	5.91	3.30
4123.00	104.76	16.41	5.48	3.30
4127.00	133.35	16.41	6.25	3.30
4132.00	122.14	16.41	5.46	3.30
4137.00	126.90	16.41	6.59	3.30
4141.00	127.42	16.41	5.42	3.30
4146.00	113.59	16.41	6.46	3.30
4151.00	132.41	16.41	5.40	3.30
4155.00	113.40	16.41	6.52	3.29
4160.00	136.53	16.41	5.43	3.30
4165.00	107.80	16.41	6.60	3.30
4169.00	131.99	16.41	5.51	3.30
4174.00	117.47	16.41	6.40	3.29
4179.00	125.55	16.41	5.42	3.30
4183.00	132.04	16.41	6.21	3.30
4188.00	125.87	16.41	5.36	3.30
4193.00	135.50	16.41	6.11	3.30
4197.00	106.91	16.41	5.51	3.30
4202.00	130.41	16.41	6.06	3.30
4207.00	102.38	16.41	5.45	3.30
4211.00	128.91	16.41	5.87	3.30
4216.00	122.56	16.41	5.64	3.30
4221.00	130.92	16.41	5.70	3.30
4225.00	129.29	16.41	5.77	3.30
4230.00	119.66	16.41	5.63	3.30
4235.00	134.80	16.41	5.99	3.30
4239.00	102.24	16.41	5.43	3.30
4244.00	131.20	16.41	6.18	3.30
4249.00	110.04	16.41	5.36	3.30
4253.00	134.10	16.41	6.46	3.30
4258.00	116.72	16.41	5.43	3.30
4263.00	129.29	16.41	6.70	3.30
4267.00	131.25	16.41	5.42	3.30
4272.00	105.97	16.41	6.56	3.30
4277.00	133.30	16.41	5.39	3.30
4281.00	107.89	16.41	6.51	3.30
4286.00	134.66	16.41	5.44	3.30
4291.00	108.03	16.41	6.43	3.30
4295.00	130.59	16.41	5.54	3.30
4300.00	121.72	16.41	6.16	3.30
4304.00	121.62	16.41	5.41	3.30
4309.00	129.19	16.41	5.97	3.30
4314.00	120.18	16.41	5.30	3.30
4318.00	136.20	16.41	5.81	3.30
4323.00	105.46	16.41	5.72	3.30
4328.00	131.90	16.41	5.70	3.30
4332.00	109.95	16.41	5.93	3.29
4337.00	129.61	16.41	5.49	3.30
4342.00	122.09	16.41	6.08	3.30
4346.00	133.26	16.41	5.37	3.30
4351.00	134.19	16.41	6.39	3.29
4356.00	113.03	16.41	5.47	3.30
4360.00	132.51	16.41	6.78	3.30
4365.00	100.74	16.41	5.36	3.30
4369.00	129.80	16.41	6.59	3.30
4374.00	117.65	16.41	5.34	3.30
4379.00	132.70	16.41	6.34	3.30
4383.00	124.89	16.41	5.47	3.30
4388.00	126.86	16.41	6.29	3.30
4393.00	134.28	16.41	5.49	3.30
4397.00	111.86	16.41	6.09	3.30
4402.00	132.56	16.41	5.43	3.30
4407.00	106.58	16.41	5.96	3.30
4411.00	135.12	16.41	5.48	3.30
4416.00	111.58	16.41	5.81	3.30
4421.00	130.69	16.41	5.75	3.30
4425.00	128.49	16.41	5.59	3.30
4430.00	112.51	16.41	5.81	3.29
4435.00	131.76	16.41	5.46	3.29
4439.00	113.50	16.41	6.00	3.30
4444.00	134.89	16.41	5.46	3.30
4449.00	105.74	16.41	6.31	3.30
4453.00	130.64	16.41	5.50	3.29
4458.00	118.21	16.41	6.58	3.29
4463.00	125.55	16.41	5.37	3.30
4467.00	125.17	16.41	6.57	3.30
4472.00	126.25	16.41	5.34	3.30
4476.00	136.25	16.41	6.46	3.30
4481.00	106.44	16.41	5.51	3.30
4486.00	133.26	16.41	6.28	3.30
4490.00	104.06	16.41	5.33	3.30
4495.00	129.38	16.41	5.98	3.30
4500.00	123.87	16.41	5.54	3.30
4504.00	134.33	16.41	5.74	3.30
4509.00	131.15	16.41	5.63	3.30
4514.00	118.59	16.41	5.67	3.30
4518.00	133.35	16.41	5.95	3.30
4523.00	102.61	16.41	5.46	3.30
4527.00	130.97	16.41	6.19	3.30
4532.00	111.16	16.41	5.38	3.30
4537.00	134.56	16.41	6.48	3.30
4541.00	118.03	16.41	5.40	3.30
4546.00	129.05	16.41	6.75	3.30
4551.00	133.82	16.41	5.41	3.30
4555.00	103.08	16.41	6.46	3.30
4560.00	134.70	16.41	5.43	3.30
4565.00	106.21	16.41	6.41	3.30
4569.00	133.82	16.41	5.45	3.30
4574.00	108.36	16.38	6.27	3.30
4579.00	130.64	16.38	5.53	3.29
4583.00	123.40	16.38	6.12	3.30
4588.00	126.95	16.38	5.40	3.30
4593.00	130.59	16.38	5.99	3.30
4597.00	119.01	16.38	5.26	3.30
4602.00	135.64	16.38	5.89	3.29
4607.00	111.39	16.38	5.63	3.30
4611.00	131.85	16.38	5.75	3.30
4616.00	112.05	16.38	5.86	3.30
4621.00	128.40	16.38	5.49	3.30
4625.00	121.72	16.38	6.10	3.30
4630.00	130.92	16.38	5.42	3.30
4635.00	134.61	16.38	6.32	3.30
4639.00	115.27	16.38	5.46	3.30
4644.00	133.82	16.38	6.61	3.30
4649.00	99.48	16.38	5.34	3.30
4653.00	130.92	16.38	6.57	3.30
4658.00	108.22	16.38	5.33	3.30
4662.00	134.10	16.38	6.57	3.30
4667.00	126.11	16.38	5.44	3.30
4672.00	124.10	16.38	6.39	3.30
4676.00	130.83	16.38	5.50	3.30
4681.00	108.64	16.38	6.05	3.30
4686.00	134.61	16.38	5.41	3.30
4690.00	106.49	16.38	5.92	3.30
4695.00	134.38	16.38	5.50	3.30
4700.00	112.70	16.38	5.78	3.30
4704.00	130.69	16.38	5.74	3.30
4709.00	130.27	16.38	5.56	3.30
4714.00	123.77	16.38	5.78	3.30
4718.00	133.07	16.38	5.47	3.30
4723.00	111.49	16.38	6.00	3.30
4727.00	135.87	16.38	5.46	3.30
4732.00	104.43	16.38	6.35	3.30
4737.00	130.03	16.38	5.48	3.30
4741.00	119.94	16.38	6.57	3.30
4746.00	123.73	16.38	5.35	3.30
4751.00	126.44	16.38	6.43	3.30
4755.00	123.82	16.38	5.32	3.30
4760.00	137.23	16.38	6.43	3.30
4765.00	114.06	16.38	5.51	3.30
4769.00	132.27	16.38	6.33	3.30
4774.00	105.41	16.38	5.35	3.30
4778.00	129.05	16.38	5.95	3.30
4783.00	116.81	16.38	5.60	3.30
4788.00	133.21	16.38	5.72	3.30
4792.00	131.90	16.38	5.87	3.30
4797.00	117.23	16.38	5.58	3.29
4802.00	133.68	16.38	6.08	3.30
4806.00	99.48	16.38	5.36	3.30
4811.00	130.83	16.38	6.33	3.30
4816.00	113.87	16.38	5.34	3.30
4820.00	134.33	16.38	6.56	3.30
4825.00	120.55	16.38	5.41	3.30
4830.00	129.00	16.38	6.74	3.30
4834.00	132.88	16.38	5.42	3.29
4839.00	114.76	16.38	6.43	3.30
4843.00	133.12	16.38	5.44	3.30
4848.00	104.29	16.38	6.25	3.30
4853.00	133.49	16.38	5.44	3.30
4857.00	108.12	16.38	6.19	3.30
4862.00	130.13	16.38	5.47	3.30
4867.00	128.07	16.38	5.85	3.30
4871.00	126.67	16.38	5.35	3.30
4876.00	131.11	16.38	5.78	3.30
4881.00	115.60	16.38	5.48	3.30
4885.00	134.94	16.38	5.71	3.30
4890.00	107.61	16.38	5.74	3.30
4895.00	130.31	16.38	5.69	3.30
4899.00	114.99	16.38	5.95	3.30
4904.00	128.72	16.38	5.45	3.30
4909.00	121.72	16.38	6.23	3.30
4913.00	128.58	16.38	5.37	3.30
4918.00	134.98	16.38	6.49	3.30
4923.00	118.40	16.38	5.46	3.30
4927.00	132.88	16.38	6.80	3.30
4932.00	101.21	16.38	5.35	3.30
4937.00	128.72	16.38	6.54	3.30
4941.00	109.57	16.38	5.34	3.30
4946.00	134.70	16.38	6.41	3.30
4951.00	130.17	16.38	5.44	3.30
4955.00	121.72	16.38	6.31	3.30
4960.00	131.71	16.38	5.47	3.30
4964.00	104.76	16.38	5.91	3.30
4969.00	131.95	16.38	5.39	3.29
4974.00	108.08	16.38	5.71	3.30
4978.00	134.75	16.38	5.75	3.30
4983.00	115.36	16.38	5.60	3.30
4988.00	129.61	16.38	6.14	3.29
4992.00	130.64	16.38	5.45	3.30
4997.00	120.92	16.38	6.19	3.30
5002.00	132.98	16.38	5.40	3.30
5006.00	106.16	16.38	6.32	3.30
5011.00	135.50	16.38	5.44	3.30
5015.00	104.67	16.38	6.57	3.29
5020.00	129.85	16.38	5.52	3.30
5025.00	122.14	16.38	6.45	3.30
5029.00	129.66	16.38	5.39	3.30
5034.00	128.54	16.38	6.27	3.30
5039.00	120.55	16.38	5.36	3.30
5043.00	135.87	16.38	6.10	3.30
5048.00	111.07	16.38	5.46	3.30
5053.00	131.71	16.38	5.91	3.30
5057.00	110.79	16.38	5.60	3.30
5062.00	128.40	16.38	5.59	3.30
5067.00	117.42	16.38	5.80	3.30
5071.00	132.46	16.38	5.51	3.30
5076.00	133.21	16.38	5.99	3.30
5080.00	113.54	16.38	5.52	3.29
5085.00	133.63	16.38	6.32	3.30
5090.00	99.29	16.38	5.35	3.30
5094.00	130.64	16.38	6.51	3.30
5099.00	117.56	16.38	5.32	3.30
5104.00	134.47	16.38	6.61	3.30
5108.00	125.50	16.38	5.42	3.30
5113.00	126.53	16.38	6.52	3.30
5118.00	134.52	16.38	5.45	3.28
5122.00	110.79	16.38	6.27	3.30
5127.00	132.98	16.38	5.46	3.30
5132.00	105.83	16.38	6.19	3.30
5136.00	136.11	16.38	5.43	3.30
5141.00	110.46	16.38	6.05	3.30
5146.00	131.20	16.38	5.45	3.30
5150.00	121.25	16.38	5.77	3.29
5155.00	123.63	16.38	5.50	3.30
5160.00	132.79	16.38	5.62	3.30
5164.00	112.19	16.38	5.59	3.30
5169.00	136.62	16.38	5.58	3.29
5173.00	105.51	16.38	6.11	3.30
5178.00	130.17	16.38	5.56	3.30
5183.00	118.03	16.38	6.34	3.30
5188.00	129.14	16.38	5.37	3.30
5192.00	125.31	16.38	6.41	3.30
5197.00	126.34	16.38	5.31	3.30
5202.00	132.98	16.38	6.62	3.30
5206.00	116.39	16.38	5.44	3.30
5211.00	132.88	16.38	6.70	3.30
5215.00	104.48	16.38	5.35	3.29
5220.00	132.13	16.38	6.43	3.30
5225.00	112.93	16.38	5.34	3.30
5229.00	135.69	16.38	6.19	3.30
5234.00	130.64	16.38	5.47	3.30
5239.00	128.82	16.38	6.09	3.30
5243.00	132.93	16.38	5.47	3.30
5248.00	99.67	16.38	5.75	3.30
5253.00	131.67	16.38	5.54	3.29
5257.00	103.92	16.38	5.66	3.30
5262.00	133.86	16.38	5.82	3.30
5267.00	118.82	16.38	5.53	3.30
5271.00	129.14	16.38	6.20	3.30
5276.00	127.56	16.38	5.42	3.30
5280.00	116.91	16.38	6.32	3.30
5285.00	135.22	16.38	5.37	3.30
5290.00	107.89	16.38	6.46	3.30
5294.00	135.45	16.38	5.42	3.29
5299.00	107.61	16.38	6.50	3.30
5304.00	131.01	16.38	5.52	3.30
5308.00	121.34	16.38	6.23	3.29
5313.00	127.51	16.38	5.40	3.30
5318.00	130.73	16.38	6.16	3.30
5322.00	117.42	16.38	5.32	3.30
5327.00	135.03	16.38	6.01	3.30
5332.00	109.38	16.38	5.50	3.30
5336.00	130.78	16.38	5.81	3.29
5341.00	113.22	16.38	5.84	3.30
5345.00	129.94	16.38	5.49	3.30
5350.00	121.34	16.38	6.12	3.30
5355.00	131.76	16.38	5.35	3.30
5359.00	135.17	16.38	6.45	3.30
5364.00	119.29	16.38	5.43	3.30
5369.00	133.54	16.38	6.77	3.30
5373.00	100.51	16.38	5.34	3.30
5378.00	129.33	16.38	6.57	3.30
5383.00	109.15	16.38	5.33	3.30
5387.00	134.33	16.38	6.43	3.30
5392.00	128.07	16.38	5.44	3.29
5396.00	122.51	16.38	6.25	3.30
5401.00	131.53	16.38	5.46	3.30
5406.00	105.74	16.38	5.84	3.30
5410.00	133.49	16.38	5.50	3.30
5415.00	107.94	16.38	5.64	3.30
5420.00	135.87	16.38	5.80	3.30
5424.00	116.72	16.38	5.55	3.30
5429.00	129.52	16.38	6.07	3.30
5434.00	132.70	16.38	5.42	3.30
5438.00	120.41	16.38	6.21	3.30
5443.00	133.54	16.38	5.39	3.30
5447.00	107.80	16.38	6.31	3.30
5452.00	136.15	16.38	5.43	3.30
5457.00	105.46	16.38	6.59	3.30
5461.00	131.71	16.38	5.51	3.30
5466.00	122.37	16.38	6.31	3.30
5471.00	121.44	16.38	5.38	3.30
5475.00	128.40	16.38	6.10	3.30
5480.00	121.90	16.38	5.34	3.30
5485.00	136.53	16.38	6.02	3.30
5489.00	106.02	16.38	5.47	3.30
5494.00	132.32	16.38	5.89	3.30
5499.00	108.68	16.38	5.64	3.30
5503.00	129.66	16.38	5.61	3.30
5508.00	117.89	16.38	5.88	3.30
5512.00	132.51	16.38	5.48	3.29
5517.00	133.35	16.38	6.19	3.30
5522.00	113.64	16.38	5.47	3.30
5526.00	133.63	16.38	6.59	3.30
5531.00	98.59	16.38	5.33	3.30
5536.00	131.15	16.38	6.56	3.30
5540.00	118.31	16.38	5.31	3.30
5545.00	134.94	16.38	6.56	3.29
5550.00	123.35	16.38	5.44	3.30
5554.00	126.16	16.38	6.54	3.30
5559.00	133.54	16.38	5.46	3.29
5564.00	110.60	16.38	6.24	3.30
5568.00	131.99	16.38	5.48	3.30
5573.00	105.04	16.38	6.10	3.29
5578.00	136.01	16.38	5.38	3.30
5582.00	111.21	16.38	5.98	3.30
5587.00	131.76	16.38	5.60	3.30
5592.00	128.54	16.38	5.64	3.30
5596.00	123.77	16.38	5.64	3.30
5601.00	132.23	16.38	5.52	3.30
5605.00	111.49	16.38	5.78	3.30
5610.00	135.50	16.38	5.54	3.29
5615.00	105.46	16.38	6.14	3.30
5619.00	129.89	16.38	5.53	3.30
5624.00	117.51	16.38	6.38	3.30
5629.00	130.55	16.38	5.34	3.30
5633.00	125.78	16.38	6.42	3.30
5638.00	126.53	16.38	5.30	3.30
5643.00	136.39	16.38	6.64	3.30
5647.00	117.14	16.38	5.46	3.29
5652.00	134.14	16.38	6.56	3.30
5657.00	105.09	16.38	5.35	3.29
5661.00	129.75	16.38	6.27	3.30
5666.00	113.82	16.38	5.30	3.30
5671.00	134.52	16.38	6.00	3.30
5675.00	133.35	16.38	5.39	3.30
5680.00	126.53	16.38	5.99	3.29
5685.00	133.72	16.38	5.47	3.29
5689.00	101.21	16.38	5.65	3.30
5694.00	131.11	16.38	5.70	3.30
5699.00	104.43	16.38	5.54	3.30
5703.00	134.19	16.38	5.99	3.30
5708.00	120.64	16.38	5.49	3.30
5713.00	127.32	16.38	6.48	3.30
5717.00	126.67	16.38	5.40	3.30
5722.00	113.31	16.38	6.47	3.30
5726.00	132.79	16.38	5.38	3.30
5731.00	111.02	16.38	6.48	3.30
5736.00	134.66	16.38	5.43	3.30
5740.00	107.24	16.38	6.56	3.30
5745.00	130.17	16.38	5.53	3.30
5750.00	114.85	16.38	6.37	3.30
5754.00	127.79	16.38	5.40	3.30
5759.00	130.78	16.38	6.14	3.30
5764.00	115.18	16.38	5.33	3.30
5768.00	134.80	16.38	5.97	3.30
5773.00	107.47	16.38	5.52	3.30
5778.00	130.78	16.38	5.83	3.30
5782.00	114.10	16.38	5.89	3.30
5787.00	129.00	16.38	5.46	3.30
5791.00	122.00	16.38	6.09	3.30
5796.00	130.69	16.38	5.35	3.30
5801.00	134.75	16.38	6.36	3.30
5805.00	122.37	16.38	5.46	3.30
5810.00	133.63	16.38	6.67	3.30
5815.00	101.77	16.38	5.33	3.30
5819.00	129.33	16.38	6.61	3.29
5824.00	109.80	16.38	5.31	3.30
5829.00	134.94	16.38	6.38	3.30
5833.00	128.12	16.38	5.45	3.30
5838.00	121.90	16.38	6.20	3.30
5842.00	132.46	16.38	5.40	3.30
5847.00	102.66	16.38	5.79	3.29
5852.00	131.25	16.38	5.60	3.30
5856.00	109.99	16.38	5.58	3.30
5861.00	134.19	16.38	5.76	3.30
5866.00	117.61	16.38	5.54	3.30
5870.00	129.43	16.38	6.11	3.30
5875.00	124.38	16.38	5.42	3.30
5880.00	118.40	16.38	6.28	3.30
5884.00	132.93	16.38	5.36	3.30
5889.00	105.74	16.38	6.41	3.30
5894.00	135.40	16.38	5.42	3.30
5898.00	106.68	16.38	6.58	3.30
5903.00	129.94	16.38	5.53	3.30
5907.00	123.03	16.38	6.25	3.29
5912.00	125.83	16.38	5.42	3.30
5917.00	130.13	16.38	6.07	3.29
5921.00	120.64	16.38	5.30	3.30
5926.00	135.69	16.38	6.02	3.30
5931.00	111.58	16.38	5.43	3.29
5935.00	132.51	16.38	5.94	3.30
5940.00	112.28	16.38	5.67	3.30
5945.00	128.96	16.38	5.61	3.30
5949.00	120.32	16.38	5.89	3.30
5954.00	132.09	16.38	5.42	3.29
5959.00	136.01	16.38	6.18	3.30
5963.00	112.70	16.38	5.46	3.29
5968.00	134.94	16.38	6.58	3.30
5973.00	98.73	16.38	5.35	3.30
5977.00	130.87	16.38	6.60	3.30
5982.00	108.12	16.38	5.31	3.30
5987.00	134.00	16.38	6.61	3.30
5991.00	127.51	16.38	5.40	3.30
5996.00	124.05	16.38	6.51	3.30
6001.00	132.41	16.38	5.45	3.29
6005.00	106.44	16.38	6.16	3.30
6010.00	132.23	16.38	5.45	3.30
6014.00	107.38	16.38	5.95	3.30
6019.00	135.45	16.38	5.40	3.30
6024.00	113.78	16.38	5.79	3.30
6028.00	130.50	16.38	5.72	3.30
6033.00	128.96	16.38	5.50	3.29
6038.00	122.14	16.38	5.79	3.29
6042.00	133.35	16.38	5.44	3.30
6047.00	109.10	16.38	5.85	3.30
6052.00	137.46	16.38	5.47	3.30
6056.00	104.48	16.38	6.25	3.30
6061.00	130.27	16.38	5.49	3.30
6066.00	119.66	16.38	6.51	3.30
6070.00	129.10	16.38	5.37	3.29
6075.00	126.53	16.38	6.54	3.30
6079.00	123.40	16.38	5.31	3.30
6084.00	137.55	16.38	6.39	3.30
6089.00	114.29	16.38	5.49	3.30
6093.00	133.72	16.38	6.19	3.30
6098.00	107.56	16.38	5.38	3.30
6103.00	129.43	16.38	5.87	3.29
6107.00	115.60	16.38	5.45	3.30
6112.00	134.10	16.38	5.68	3.30
6117.00	133.07	16.38	5.64	3.30
6121.00	125.27	16.38	5.61	3.29
6126.00	134.19	16.38	5.97	3.30
6131.00	99.67	16.38	5.36	3.30
6135.00	130.17	16.38	6.36	3.30
6140.00	109.34	16.38	5.32	3.29
6144.00	134.66	16.38	6.59	3.30
6149.00	123.91	16.38	5.40	3.30
6154.00	127.51	16.38	6.54	3.30
6158.00	133.82	16.38	5.45	3.30
6163.00	110.88	16.38	6.12	3.30
6168.00	132.88	16.38	5.48	3.30
6172.00	104.81	16.38	6.02	3.30
6177.00	134.10	16.38	5.40	3.30
6182.00	110.41	16.38	5.87	3.30
6186.00	129.99	16.38	5.72	3.29
6191.00	128.58	16.38	5.51	3.30
6195.00	119.33	16.38	5.79	3.30
6200.00	132.04	16.38	5.39	3.30
6205.00	112.75	16.38	6.16	3.30
6209.00	134.70	16.38	5.43	3.30
6214.00	110.13	16.38	6.51	3.30
6218.00	130.59	16.38	5.50	3.30
6223.00	117.09	16.38	6.48	3.30
6228.00	124.75	16.38	5.40	3.30
6232.00	126.72	16.38	6.35	3.30
6237.00	127.32	16.38	5.33	3.30
6242.00	137.46	16.38	6.21	3.30
6246.00	107.19	16.38	5.47	3.30
6251.00	134.52	16.38	6.07	3.30
6256.00	105.04	16.38	5.55	3.29
